part_id,part_title,chapter_id,chapter_title,section_id,number,marginal_title,text,keywords,notes
part1,Part I,chap4,Chapter IV - Fundamental Rights,s33,33,Right to life,Every person has a right to life.,"life|fundamental-rights",
